Kunde;Kundename (SAP-Nr.);;Kundenprojekt;Umgebung;Status Installation;OK;Fehler;VM konfiguriert;Funktionen;ASSM-Ticket;VM-Hostname;VM-IP-Addresse;DB-SID;Erstellt;Erstellt von;Aktualisiert;Aktualisiert von;OUC-ID
2109 Saarburg (NonAMS);Kreiskrankenhaus St. Franziskus Saarburg gGmbH (3030872);75188221;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ClamAV,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS ePA,Patient XCare Suite Komplett;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0543355"">RITM0543355</a>";sab-rz-orbu01;192.168.41.75;KHV;2021.10;Sandra Peters;2025.08;Jacquelin Schön;92148557
2109 Saarburg (NonAMS);Kreiskrankenhaus St. Franziskus Saarburg gGmbH (3030872);88684068;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Questionnaire,ORBIS ePA,Patient XCare Suite Komplett,Portal-Manager;;sab-rz-orbu-t;192.168.41.79;TEST;2021.12;Daniel Jänke;2025.08;Jacquelin Schön;92148557
2110 Grünstadt (NonAMS);Kreiskrankenhaus Grünstadt (3028063);87480041;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Costing,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,PatientXCare;;kkhoukhv01;192.168.120.210;KHV;2021.12;Daniel Jänke;2026.01;Peter Zupancic;92148818
2110 Grünstadt (NonAMS);Kreiskrankenhaus Grünstadt (3028063);87480037;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS Info4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Speech Spracherkennung,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Costing,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;kkkoutst01;192.168.120.220;TEST;2021.12;Daniel Jänke;2026.01;Peter Zupancic;92148818
2112 Kiedrich (NonAMS);SCIVIAS Caritas gGmbH (3016655);88684083;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;sc-orbisu01;172.20.15.127;KHV;2021.12;Daniel Jänke;2023.11;Stefan Kurztusch;92148632
2112 Kiedrich (NonAMS);SCIVIAS Caritas gGmbH (3016655);88684085;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;sc-orbisutest01;172.20.15.128;TEST;2021.12;Daniel Jänke;2023.11;Stefan Kurztusch;92148632
2131 Oberammergau (AMS);Waldburg-Zeil Kliniken GmbH & Co. KG Rheumaklinik - KG (3031229);106456811;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;nein;RFC fehlt;;ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;ogorbu01;177.40.5.90;KHVOG;2022.05;Kristin Dölz;2025.11;Viktor Rodak;92148763
2131 Oberammergau (AMS);Waldburg-Zeil Kliniken GmbH & Co. KG Rheumaklinik - KG (3031229);144472371;CR Medication_ddh_AMS0001011_01;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;ogorbtu01;10.140.7.45;TESTOG;2024.04;Kristin Dölz;2025.11;Viktor Rodak;92148763
2132 Isny-Neutrauchburg (AMS);Waldburg-Zeil Akutkliniken GmbH & Co. KG (3031228);93946581;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Regeleditor,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;wgorbu01;172.21.5.90;KHVWG;2022.02;Kristin Dölz;2026.03;Peter Zupancic;92148555
2132 Isny-Neutrauchburg (AMS);Waldburg-Zeil Akutkliniken GmbH & Co. KG (3031228);144080013;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Alarm,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Regeleditor,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;wgorbtu01;172.21.5.105;TESTWG;2024.04;Kristin Dölz;2026.03;Peter Zupancic;92148555
2140 Berlin (AMS);Vivantes Netzwerk für Gesundheit GmbH (3022664);46869243;Pflege Docker ORBIS U KHV/ TEST;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2019.05;DEMIS Arztmeldung,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U AddOn Wartezimmermonitor,ORBIS U Allergies,ORBIS U CAVE,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U SAP CO Interface,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;vagfaorbisu;10.208.32.31;KHV;2021.04;os_cmdb;2026.01;Henrik Schütz;92148561
2140 Berlin (AMS);Vivantes Netzwerk für Gesundheit GmbH (3022664);154659132;ORBIS U Umgebung auf TEST inkl. Docker analog KHV- Umgebung;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U AddOn Wartezimmermonitor,ORBIS U Allergies,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflegemaßnahmen,ORBIS U SAP CO Interface,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;vdedaorbisutest;10.208.32.12;TEST;2024.10;Kristin Dölz;2025.08;Viktor Rodak;92148561
2140 Berlin (AMS);Vivantes Netzwerk für Gesundheit GmbH (3022664);124781723;ORBIS U Installatio auf EDU;4. Schulungs;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0048271"">INT0048271</a>";vagfavorbisuedu;10.218.240.249;EDU;2023.03;Kristin Dölz;2025.08;Viktor Rodak;92148561
2140 Berlin (AMS);Vivantes Netzwerk für Gesundheit GmbH (3022664);57406376;Pflege Docker ORBIS U KHV/ TEST;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Info4U,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U AddOn Wartezimmermonitor,ORBIS U Allergies,ORBIS U Allergies,ORBIS U CAVE,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U PDF Server,ORBIS U PDF Server,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U SAP CO Interface,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;vagfavorbisuentw;10.218.240.234;ENTW;2021.06;Susanne Steiniger;2026.01;Henrik Schütz;92148561
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);90696451;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";mzvmzou01;10.10.2.102;TEST;2022.01;Kristin Dölz;2024.06;Stephan Dirckmann;92148843
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);124107153;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;kivkiou01;200.200.130.114;KHV;2022.08;Kristin Dölz;2023.04;Marcel Hering;92148843
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);124107133;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;azvwoou01;10.10.23.169;KHVWO;2022.08;Kristin Dölz;2023.04;Marcel Hering;92148843
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);124107126;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;azvkhou01;10.10.23.167;KHV;2022.08;Kristin Dölz;2023.04;Marcel Hering;92148843
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);90696452;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";mzvmzou02;10.10.2.107;KHV;2022.01;Kristin Dölz;2024.06;Stephan Dirckmann;92148843
2150 Mainz (AMS);DRK Gem. Trägergesellschaft Süd-West mbH (3030933);124107156;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;kivkiou02;200.200.130.115;TEST;2022.08;Kristin Dölz;2023.04;Marcel Hering;92148843
2151 Alzey (NonAMS);DRK Krankenhaus Alzey (3030935);64253137;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";azvazou01;10.10.23.147;KHV;2021.08;Alexander Führmann;2026.01;Viktor Rodak;92148909
2151 Alzey (NonAMS);DRK Krankenhaus Alzey (3030935);90696454;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";azvazou02;10.10.23.160;KHV;2022.01;Kristin Dölz;2024.05;Marcel Hering;92148909
2154 Kirchen (Sieg) (NonAMS);DRK Krankenhaus Kirchen (3030296);90696479;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";kivkiou01;200.200.130.114;RADKI;2022.01;Kristin Dölz;2024.05;Ulrich Burkert;92148944
2154 Kirchen (Sieg) (NonAMS);DRK Krankenhaus Kirchen (3030296);90696480;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";kivkiou02;200.200.130.115;RADKI;2022.01;Kristin Dölz;2024.05;Ulrich Burkert;92148944
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124103775;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;;nrvnrou01;10.7.20.205;KHVN;2022.08;Henrik Schütz;2025.05;Stefan Kurztusch;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);134125902;#D4KHZG Pflege U;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";nrvahou01;10.7.20.209;KHVAKHB;2023.10;Adrian Schmidt;2025.05;Stefan Kurztusch;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124107147;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;;nrvasou01;10.7.20.211;KHVAS;2022.08;Kristin Dölz;2024.05;Marcel Hering;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124107140;#D4KHZG Pflege U;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;nrvawou01;10.7.20.207;KHVAW;2022.08;Kristin Dölz;2024.11;Henrik Schütz;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124103780;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;;nrvnrou02;10.7.20.206;KHVAW;2022.08;Henrik Schütz;2025.05;Stefan Kurztusch;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);134125904;#D4KHZG Pflege U;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0079151"">INT0079151</a>";nrvahou02;10.7.20.210;TESTAS;2023.10;Adrian Schmidt;2024.11;Henrik Schütz;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124107150;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;;nrvasou02;10.7.20.212;TESTAS;2022.08;Kristin Dölz;2024.05;Marcel Hering;92148622
2156 Neuwied (NonAMS);DRK Krankenhaus Neuwied (2003866);124107143;#D4KHZG Pflege U;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;nrvawou02;10.7.20.208;TESTAW;2022.08;Kristin Dölz;2024.11;Henrik Schütz;92148622
2159 Würzburg (AMS);Klinikum Würzburg Mitte gGmbH (3093548);51416090;Umzug OAS KHV/ Medication/MMI/ Flycycle- Inst./ Docker Allergies;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.05;ORBIS Assisted Coding,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U Zugangsmanagement,ORBIS ePA;;rzkhsr1125;10.99.8.55;KWM;2021.05;Henrik Schütz;2025.11;Viktor Rodak;92148891
2159 Würzburg (AMS);Klinikum Würzburg Mitte gGmbH (3093548);51416094;Umzug OAS KHV/ Medication/MMI/ Flycycle- Inst./ Docker Allergies;3. Test;Docker-Container installiert;ja;keine Fehler;2021.05;ORBIS Assisted Coding,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS ePA;;rzkhsr1128;10.99.8.67;TEST;2021.05;Henrik Schütz;2025.10;Viktor Rodak;92148891
2160 Lemgo (NonAMS);TK Lemgo – Tagesklinik für Psychiatrie und Psychosomatik GmbH & Co. KG (3097653);135351257;Installation ORBIS U inkl. ePa KHV+Test;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;tk164-tk-lemgo-de;192.168.1.140;;2023.11;Kristin Dölz;2024.02;Stefan Kurztusch;92148953
2160 Lemgo (NonAMS);TK Lemgo – Tagesklinik für Psychiatrie und Psychosomatik GmbH & Co. KG (3097653);135351258;Installation ORBIS U inkl. ePa KHV+Test;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;tk165-tk-lemgo-de;192.168.1.141;;2023.11;Kristin Dölz;2024.02;Stefan Kurztusch;92148953
2161 Kaiserslautern (AMS);Westpfalz-Klinikum GmbH Standort I Kaiserslautern (2002680);46869269;#D4KHZG Installation Medication Batch und Dockererweiterung Nursing;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.03;ORBIS AddOn - Rettungsdienstanbindung,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;srv-vm-orbisu01;172.28.64.64;KHV;2021.04;os_cmdb;2025.11;Viktor Rodak;92148815
2161 Kaiserslautern (AMS);Westpfalz-Klinikum GmbH Standort I Kaiserslautern (2002680);51510917;#D4KHZG Installation Medication Batch und Dockererweiterung Nursing;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Schnittstelle Imprivata,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;srv-vm-orbisu02;172.28.64.99;TEST;2021.05;Henrik Schütz;2025.11;Viktor Rodak;92148815
2181 Linz am Rhein (NonAMS);Verbundkrankenhaus Linz-Remagen Standort Franziskus Krankenhaus Linz (3030915);124613694;#D4KHZG- Docker Pflege;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ClamAV,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite;;orbisusrv;213.213.213.173;KHV;2022.12;Peter Zupancic;2025.09;Kristin Dölz;92148749
2181 Linz am Rhein (NonAMS);Verbundkrankenhaus Linz-Remagen Standort Franziskus Krankenhaus Linz (3030915);136721353;#D4KHZG- Docker Pflege;3. Test;Docker-Container installiert;ja;keine Fehler;;ClamAV,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA,PatientXCare;;orbisusrvtest;213.213.213.167;TEST;2023.11;Marcel Hering;2025.07;Peter Zupancic;92148749
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);105933714;Orbis U;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ICU Weaning Protocol,IRIS Tracing,ORBIS Master Data Transfer,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sfm-orbu01;10.32.4.37;KHVSFM;2022.05;Daniel Jänke;2025.02;Peter Zupancic;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124548605;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-ers-orbu01;10.32.4.101;KHVERS;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124548576;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,Diamant Finanzbuchhaltung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sfa-orbu01;10.32.4.149;KHVSFA;2022.11;Ulrich Burkert;2025.11;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124548515;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-seb-orbu01;10.32.4.85;KHVSEB;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124532608;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sem-orbu01;10.32.4.133;KHVSEM;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124359124;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Master Data Transfer,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-mjg-orbu01;10.32.4.5;KHVMJG;2022.11;Henrik Schütz;2025.02;Stephan Dirckmann;92148745
